AÑO,DECADA,AÑO_NM,MINUTOS,HORAS,DURACION_NM,GENERO,GENERO_NUM,GENERO_NM,DIRECCION,DIRECCION_NUM,PROTAGONISTA,PROTAGONISTA_NUM,JUAN_PALOMO,PAIS,PAIS_NUM,PAIS_NM,VOTOS,POPULARIDAD,POPULARIDAD_NM,NOTA
2008,100,6.485135135135135,115,1,6.486925287356322,Drama,7,6.638080216313655,Philippe Claudel,1708,Kristin Scott Thomas,1263,0,Francia,29,6.605418719211823,6116,1,6.494793536804309,7.1
2006,100,6.53855421686747,126,2,6.708482438701127,Aventuras,2,6.480645161290322,Werner Herzog,2159,Christian Bale,391,0,Estados Unidos,26,6.506012378426171,7192,1,6.494793536804309,6.4
2000,100,6.689215686274509,122,2,6.708482438701127,Drama,7,6.638080216313655,Ed Harris,551,Ed Harris,562,1,Estados Unidos,26,6.506012378426171,4750,1,6.494793536804309,6.5
1988,80,6.66,93,1,6.486925287356322,Aventuras,2,6.480645161290322,Jean-Jacques Annaud,930,John Savage,1103,0,Estados Unidos,26,6.506012378426171,14331,1,6.494793536804309,7.1
2013,110,6.417575757575758,105,1,6.486925287356322,Drama,7,6.638080216313655,Joel Coen,996,Oscar Isaac,1702,0,Estados Unidos,26,6.506012378426171,25522,1,6.494793536804309,6.7
2006,100,6.53855421686747,120,2,6.708482438701127,Drama,7,6.638080216313655,Emilio Estévez,581,Anthony Hopkins,154,0,Estados Unidos,26,6.506012378426171,5472,1,6.494793536804309,6.3
2015,110,6.403048780487804,102,1,6.486925287356322,Thriller,14,6.4992,Gavin Hood,696,Helen Mirren,837,0,Reino Unido,60,6.503030303030303,11233,1,6.494793536804309,6.6
1988,80,6.66,91,1,6.486925287356322,Drama,7,6.638080216313655,Zhang Yimou,2205,Gong Li,772,0,China,17,6.806976744186046,3626,1,6.494793536804309,7.0
2017,110,6.397093023255814,108,1,6.486925287356322,Drama,7,6.638080216313655,Elijah Bynum,572,Timothée Chalamet,2122,0,Estados Unidos,26,6.506012378426171,1050,1,6.494793536804309,5.8
2009,100,6.470779220779221,127,2,6.708482438701127,Drama,7,6.638080216313655,Rodrigo García,1831,Naomi Watts,1634,0,Estados Unidos,26,6.506012378426171,4280,1,6.494793536804309,6.8
2019,110,6.450292397660819,108,1,6.486925287356322,Drama,7,6.638080216313655,Gail Mancuso,680,Dennis Quaid,522,0,Estados Unidos,26,6.506012378426171,1476,1,6.494793536804309,6.3
1999,90,6.656880733944955,98,1,6.486925287356322,Drama,7,6.638080216313655,Benito Zambrano,213,María Galiana,1488,0,España,25,6.403389830508475,25814,1,6.494793536804309,7.6
2003,100,6.609259259259259,120,2,6.708482438701127,Thriller,14,6.4992,Park Chan-wook,1626,Choi Min-sik,380,0,Corea del Sur,19,6.7043478260869565,71129,2,6.897883597883598,7.8
1992,90,6.7942857142857145,106,1,6.486925287356322,Romance,12,6.470815450643777,Peter Kosminsky,1684,Juliette Binoche,1172,0,Reino Unido,60,6.503030303030303,3134,1,6.494793536804309,6.0
2019,110,6.450292397660819,119,1,6.486925287356322,Acción,0,6.38955223880597,Luc Besson,1289,Sasha Luss,1945,0,Francia,29,6.605418719211823,5335,1,6.494793536804309,5.8
2011,110,6.457432432432433,118,1,6.486925287356322,Drama,7,6.638080216313655,Paolo Sorrentino,1623,Sean Penn,1959,0,Italia,41,6.670769230769231,6604,1,6.494793536804309,6.1
2021,120,6.423846153846154,179,2,6.708482438701127,Drama,7,6.638080216313655,Ryûsuke Hamaguchi,1866,Hidetoshi Nishijima,849,0,Japón,42,6.77808988764045,9152,1,6.494793536804309,6.9
2022,120,6.454545454545454,102,1,6.486925287356322,Aventuras,2,6.480645161290322,Peter Flinth,1676,Michael Douglas,1550,0,Estados Unidos,26,6.506012378426171,2186,1,6.494793536804309,5.8
2001,100,6.604464285714286,111,1,6.486925287356322,Drama,7,6.638080216313655,Marc Forster,1335,Billy Bob Thornton,256,0,Estados Unidos,26,6.506012378426171,16616,1,6.494793536804309,6.8
2015,110,6.403048780487804,135,2,6.708482438701127,Romance,12,6.470815450643777,Gaspar Noé,694,Karl Glusman,1196,0,Francia,29,6.605418719211823,5811,1,6.494793536804309,6.1
1979,70,6.892857142857143,117,1,6.486925287356322,Aventuras,2,6.480645161290322,Douglas Hickox,540,Burt Lancaster,311,0,Estados Unidos,26,6.506012378426171,1370,1,6.494793536804309,6.4
2015,110,6.403048780487804,100,1,6.486925287356322,Drama,7,6.638080216313655,Paddy Breathnach,1618,Héctor Medina,876,0,Irlanda,37,6.75945945945946,1104,1,6.494793536804309,6.5
2020,120,6.343877551020409,97,1,6.486925287356322,Terror,13,6.301785714285715,John Krasinski,1025,Emily Blunt,612,0,Estados Unidos,26,6.506012378426171,17604,1,6.494793536804309,6.4
2013,110,6.417575757575758,96,1,6.486925287356322,Comedia,6,6.479304635761589,Roman Polanski,1845,Mathieu Amalric,1495,0,Francia,29,6.605418719211823,9983,1,6.494793536804309,6.9
1979,70,6.892857142857143,161,2,6.708482438701127,Ciencia ficción,4,6.490526315789474,Andrei Tarkovsky,105,Aleksandr Kaidanovsky,62,0,Unión Soviética (URSS),75,7.742857142857143,14455,1,6.494793536804309,7.9
2009,100,6.470779220779221,118,1,6.486925287356322,Thriller,14,6.4992,Tom Tykwer,2099,Clive Owen,424,0,Estados Unidos,26,6.506012378426171,10404,1,6.494793536804309,5.9
1974,70,6.917073170731708,123,2,6.708482438701127,Thriller,14,6.4992,Ronald Neame,1847,Axel Jodorowsky,201,0,México,49,6.652631578947369,2890,1,6.494793536804309,6.8
2008,100,6.485135135135135,99,1,6.486925287356322,Drama,7,6.638080216313655,Sylvie Verheyde,2023,Léora Barbara,1392,0,Francia,29,6.605418719211823,1249,1,6.494793536804309,6.9
2021,120,6.423846153846154,133,2,6.708482438701127,Comedia,6,6.479304635761589,Paul Thomas Anderson,1650,Alana Haim,49,0,Estados Unidos,26,6.506012378426171,16395,1,6.494793536804309,6.6
2017,110,6.397093023255814,105,1,6.486925287356322,Drama,7,6.638080216313655,Dominic Cooke,524,Saoirse Ronan,1938,0,Reino Unido,60,6.503030303030303,2328,1,6.494793536804309,6.1
2019,110,6.450292397660819,118,1,6.486925287356322,Drama,7,6.638080216313655,Scott Z. Burns,1914,Adam Driver,15,0,Estados Unidos,26,6.506012378426171,4043,1,6.494793536804309,6.3
2004,100,6.620125786163522,104,1,6.486925287356322,Romance,12,6.470815450643777,Ken Loach,1178,Àlex Brendemühl,2287,0,España,25,6.403389830508475,6459,1,6.494793536804309,6.7
1998,90,6.607142857142857,103,1,6.486925287356322,Bélico,3,6.7035294117647055,Predrag Antonijevic,1729,Dennis Quaid,522,0,Estados Unidos,26,6.506012378426171,2200,1,6.494793536804309,6.4
2021,120,6.423846153846154,112,1,6.486925287356322,Drama,7,6.638080216313655,Mia Hansen-Løve,1434,Vicky Krieps,2188,0,Francia,29,6.605418719211823,1403,1,6.494793536804309,6.3
2005,100,6.506578947368421,94,1,6.486925287356322,Comedia,6,6.479304635761589,Anders Thomas Jensen,97,Ulrich Thomsen,2166,0,Dinamarca,21,6.777777777777778,1430,1,6.494793536804309,7.1
1977,70,6.7785714285714285,123,2,6.708482438701127,Drama,7,6.638080216313655,Carlos Saura,302,Carlos Andrés Castañeda,329,0,Colombia,18,6.680000000000001,1208,1,6.494793536804309,6.7
2019,110,6.450292397660819,135,2,6.708482438701127,Comedia,6,6.479304635761589,Guillaume Canet,751,François Cluzet,708,0,Francia,29,6.605418719211823,1850,1,6.494793536804309,6.0
2016,110,6.420958083832336,127,2,6.708482438701127,Musical,11,6.579245283018868,Damien Chazelle,412,Emma Stone,623,0,Estados Unidos,26,6.506012378426171,58469,2,6.897883597883598,7.5
2006,100,6.53855421686747,105,1,6.486925287356322,Ciencia ficción,4,6.490526315789474,Brett Ratner,263,Hugh Jackman,869,0,Estados Unidos,26,6.506012378426171,65689,2,6.897883597883598,6.0
1989,80,6.618867924528302,106,1,6.486925287356322,Comedia,6,6.479304635761589,José Luis Cuerda,1109,Antonio Resines,168,0,España,25,6.403389830508475,39692,1,6.494793536804309,7.5
2022,120,6.454545454545454,107,1,6.486925287356322,Drama,7,6.638080216313655,Félix Viscarret,673,Paco León,1708,0,España,25,6.403389830508475,1185,1,6.494793536804309,5.8
2009,100,6.470779220779221,134,2,6.708482438701127,Drama,7,6.638080216313655,Clint Eastwood,382,Morgan Freeman,1608,0,Estados Unidos,26,6.506012378426171,67567,2,6.897883597883598,7.0
1974,70,6.917073170731708,125,2,6.708482438701127,Aventuras,2,6.480645161290322,Guy Hamilton,760,Roger Moore,1875,0,Reino Unido,60,6.503030303030303,6657,1,6.494793536804309,6.1
2001,100,6.604464285714286,103,1,6.486925287356322,Comedia,6,6.479304635761589,Woody Allen,2173,Woody Allen,2236,1,Estados Unidos,26,6.506012378426171,37376,1,6.494793536804309,7.2
1998,90,6.607142857142857,109,1,6.486925287356322,Drama,7,6.638080216313655,Eduardo Mignogna,556,Ingrid Rubio,893,0,Argentina,5,6.716842105263158,1819,1,6.494793536804309,6.5
1981,80,6.720754716981132,115,1,6.486925287356322,Drama,7,6.638080216313655,Rainer Werner Fassbinder,1737,Barbara Sukowa,211,0,Alemania del Oeste (RFA),2,7.228571428571429,1161,1,6.494793536804309,7.0
1989,80,6.618867924528302,120,2,6.708482438701127,Drama,7,6.638080216313655,Luis Puenzo,1307,Jane Fonda,974,0,Estados Unidos,26,6.506012378426171,1635,1,6.494793536804309,5.8
1984,80,6.583636363636364,144,2,6.708482438701127,Drama,7,6.638080216313655,Wim Wenders,2167,Harry Dean Stanton,827,0,Alemania del Oeste (RFA),2,7.228571428571429,34984,1,6.494793536804309,7.8
2017,110,6.397093023255814,118,1,6.486925287356322,Fantástico,8,6.429508196721312,Bong Joon-ho,252,Ahn Seo-Hyun,41,0,Corea del Sur,19,6.7043478260869565,18364,1,6.494793536804309,6.6
2022,120,6.454545454545454,115,1,6.486925287356322,Drama,7,6.638080216313655,Carlos Vermut,304,Nacho Sánchez,1624,0,España,25,6.403389830508475,6778,1,6.494793536804309,7.1
2009,100,6.470779220779221,148,2,6.708482438701127,Thriller,14,6.4992,Daniel Alfredson,424,Michael Nyqvist,1559,0,Suecia,69,6.802702702702702,13716,1,6.494793536804309,6.3
1976,70,6.802380952380952,106,1,6.486925287356322,Aventuras,2,6.480645161290322,Richard Lester,1774,Sean Connery,1957,0,Reino Unido,60,6.503030303030303,10255,1,6.494793536804309,6.9
2019,110,6.450292397660819,107,1,6.486925287356322,Thriller,14,6.4992,Paco Plaza,1617,Luis Tosar,1381,0,España,25,6.403389830508475,22742,1,6.494793536804309,6.5
1975,70,6.8694444444444445,133,2,6.708482438701127,Drama,7,6.638080216313655,Milos Forman,1513,Jack Nicholson,930,0,Estados Unidos,26,6.506012378426171,110750,3,7.1856,8.3
2011,110,6.457432432432433,102,1,6.486925287356322,Acción,0,6.38955223880597,Jonathan Hensleigh,1065,Ray Stevenson,1807,0,Estados Unidos,26,6.506012378426171,5048,1,6.494793536804309,6.3
2017,110,6.397093023255814,95,1,6.486925287356322,Drama,7,6.638080216313655,Yvan Attal,2196,Daniel Auteuil,472,0,Francia,29,6.605418719211823,3571,1,6.494793536804309,6.2
1982,80,6.766666666666667,115,1,6.486925287356322,Ciencia ficción,4,6.490526315789474,Steven Spielberg,2005,Henry Thomas,845,0,Estados Unidos,26,6.506012378426171,154757,4,7.670212765957447,7.5
1981,80,6.720754716981132,109,1,6.486925287356322,Drama,7,6.638080216313655,Mark Rydell,1375,Henry Fonda,843,0,Estados Unidos,26,6.506012378426171,7610,1,6.494793536804309,7.3
2016,110,6.420958083832336,110,1,6.486925287356322,Drama,7,6.638080216313655,James Schamus,889,Logan Lerman,1351,0,Estados Unidos,26,6.506012378426171,1010,1,6.494793536804309,6.2
2015,110,6.403048780487804,100,1,6.486925287356322,Drama,7,6.638080216313655,Alejandro Monteverde,57,Jakob Salvati,946,0,México,49,6.652631578947369,1829,1,6.494793536804309,6.3
2003,100,6.609259259259259,114,1,6.486925287356322,Drama,7,6.638080216313655,Mikael Håfström,1493,Andreas Wilson,118,0,Suecia,69,6.802702702702702,3340,1,6.494793536804309,7.1
2021,120,6.423846153846154,103,1,6.486925287356322,Drama,7,6.638080216313655,Rodrigo Cortés,1830,Clara Rugaard,416,0,España,25,6.403389830508475,3821,1,6.494793536804309,6.8
2006,100,6.53855421686747,102,1,6.486925287356322,Comedia,6,6.479304635761589,Terry Zwigoff,2055,Max Minghella,1511,0,Estados Unidos,26,6.506012378426171,1656,1,6.494793536804309,6.0
2008,100,6.485135135135135,102,1,6.486925287356322,Drama,7,6.638080216313655,Olivier Assayas,1598,Juliette Binoche,1172,0,Francia,29,6.605418719211823,2598,1,6.494793536804309,6.4
2016,110,6.420958083832336,120,2,6.708482438701127,Thriller,14,6.4992,Rodrigo Grande,1832,Leonardo Sbaraglia,1320,0,Argentina,5,6.716842105263158,7365,1,6.494793536804309,6.4
2014,110,6.441530054644809,130,2,6.708482438701127,Ciencia ficción,4,6.490526315789474,Bryan Singer,282,Hugh Jackman,869,0,Estados Unidos,26,6.506012378426171,46203,2,6.897883597883598,6.9
1986,80,6.752727272727272,95,1,6.486925287356322,Acción,0,6.38955223880597,John Woo,1047,Ti Lung,2113,0,Hong Kong,33,6.557777777777778,2352,1,6.494793536804309,6.6
1995,90,6.725925925925925,90,1,6.486925287356322,Drama,7,6.638080216313655,Larry Clark,1228,Leo Fitzpatrick,1316,0,Estados Unidos,26,6.506012378426171,11986,1,6.494793536804309,6.6
2009,100,6.470779220779221,110,1,6.486925287356322,Drama,7,6.638080216313655,Mia Hansen-Løve,1434,Chiara Caselli,374,0,Francia,29,6.605418719211823,1095,1,6.494793536804309,6.6
2005,100,6.506578947368421,115,1,6.486925287356322,Drama,7,6.638080216313655,Benito Zambrano,213,Alberto Joel García,53,0,España,25,6.403389830508475,18570,1,6.494793536804309,7.0
2014,110,6.441530054644809,114,1,6.486925287356322,Western,15,6.58,Andreas Prochaska,103,Sam Riley,1919,0,Austria,7,6.635294117647058,1525,1,6.494793536804309,6.1
2018,110,6.404117647058824,98,1,6.486925287356322,Drama,7,6.638080216313655,Anthony Mandler,144,Kelvin Harrison Jr.,1221,0,Estados Unidos,26,6.506012378426171,1133,1,6.494793536804309,6.1
1993,90,6.778947368421053,104,1,6.486925287356322,Comedia,6,6.479304635761589,Woody Allen,2173,Diane Keaton,528,0,Estados Unidos,26,6.506012378426171,45407,2,6.897883597883598,7.8
2017,110,6.397093023255814,105,1,6.486925287356322,Terror,13,6.301785714285715,Paco Plaza,1617,Sandra Escacena,1933,0,España,25,6.403389830508475,22028,1,6.494793536804309,6.3
1989,80,6.618867924528302,116,1,6.486925287356322,Comedia,6,6.479304635761589,Danny DeVito,440,Michael Douglas,1550,0,Estados Unidos,26,6.506012378426171,11758,1,6.494793536804309,6.5
2008,100,6.485135135135135,125,2,6.708482438701127,Drama,7,6.638080216313655,Martin Provost,1386,Yolande Moreau,2250,0,Francia,29,6.605418719211823,2234,1,6.494793536804309,6.7
1984,80,6.583636363636364,116,1,6.486925287356322,Ciencia ficción,4,6.490526315789474,Peter Hyams,1681,Roy Scheider,1894,0,Estados Unidos,26,6.506012378426171,5611,1,6.494793536804309,6.1
2013,110,6.417575757575758,100,1,6.486925287356322,Drama,7,6.638080216313655,Miguel Alcantud,1482,Setigui Diallo,1971,0,España,25,6.403389830508475,1570,1,6.494793536804309,6.3
1991,90,6.6890625,128,2,6.708482438701127,Drama,7,6.638080216313655,Randa Haines,1743,Petra Martínez,1760,0,España,25,6.403389830508475,1530,1,6.494793536804309,6.2
2008,100,6.485135135135135,113,1,6.486925287356322,Thriller,14,6.4992,Jean-François Richet,929,Vincent Cassel,2197,0,Francia,29,6.605418719211823,3059,1,6.494793536804309,6.8
1972,70,7.043243243243244,121,2,6.708482438701127,Drama,7,6.638080216313655,Franco Zeffirelli,656,Graham Faulkner,780,0,Italia,41,6.670769230769231,1062,1,6.494793536804309,6.5
1988,80,6.66,115,1,6.486925287356322,Terror,13,6.301785714285715,George A. Romero,701,Jason Beghe,982,0,Estados Unidos,26,6.506012378426171,2081,1,6.494793536804309,6.0
2015,110,6.403048780487804,92,1,6.486925287356322,Terror,13,6.301785714285715,Robert Eggers,1806,Anya Taylor-Joy,171,0,Estados Unidos,26,6.506012378426171,28858,1,6.494793536804309,6.2
1981,80,6.720754716981132,112,1,6.486925287356322,Thriller,14,6.4992,Richard Marquand,1777,Donald Sutherland,544,0,Reino Unido,60,6.503030303030303,4125,1,6.494793536804309,7.1
1973,70,6.911904761904762,107,1,6.486925287356322,Western,15,6.58,Tonino Valerii,2106,Terence Hill,2086,0,Italia,41,6.670769230769231,1935,1,6.494793536804309,6.0
2001,100,6.604464285714286,158,2,6.708482438701127,Aventuras,2,6.480645161290322,Hardy Martins,781,Bernhard Bettermann,244,0,Alemania,1,6.597499999999999,3199,1,6.494793536804309,6.7
1980,80,6.839393939393939,132,2,6.708482438701127,Drama,7,6.638080216313655,Stuart Rosenberg,2011,Sam Riley,1919,0,Reino Unido,60,6.503030303030303,10046,1,6.494793536804309,7.3
2016,110,6.420958083832336,163,2,6.708482438701127,Drama,7,6.638080216313655,Andrea Arnold,98,Sasha Lane,1944,0,Reino Unido,60,6.503030303030303,2965,1,6.494793536804309,6.1
2013,110,6.417575757575758,131,2,6.708482438701127,Drama,7,6.638080216313655,Brian Percival,271,Sophie Nélisse,2022,0,Estados Unidos,26,6.506012378426171,26016,1,6.494793536804309,6.6
1977,70,6.7785714285714285,109,1,6.486925287356322,Drama,7,6.638080216313655,Fernando Fernán Gómez,630,Amparo Soler Leal,99,0,España,25,6.403389830508475,1198,1,6.494793536804309,6.3
1973,70,6.911904761904762,107,1,6.486925287356322,Romance,12,6.470815450643777,Clint Eastwood,382,William Holden,2230,0,Estados Unidos,26,6.506012378426171,1295,1,6.494793536804309,6.6
1980,80,6.839393939393939,104,1,6.486925287356322,Drama,7,6.638080216313655,Louis Malle,1286,Burt Lancaster,311,0,Canadá,15,6.518987341772152,4894,1,6.494793536804309,7.2
2019,110,6.450292397660819,106,1,6.486925287356322,Drama,7,6.638080216313655,Claudio Giovannesi,381,Francesco Di Napoli,695,0,Italia,41,6.670769230769231,1039,1,6.494793536804309,6.0
2005,100,6.506578947368421,153,2,6.708482438701127,Drama,7,6.638080216313655,Cristi Puiu,397,Ioan Fiscuteanu,897,0,Rumanía,62,6.714285714285714,2098,1,6.494793536804309,7.1
2011,110,6.457432432432433,109,1,6.486925287356322,Comedia,6,6.479304635761589,Julie Delpy,1142,Lou Álvarez,1361,0,Francia,29,6.605418719211823,1608,1,6.494793536804309,5.9
1995,90,6.725925925925925,105,1,6.486925287356322,Comedia,6,6.479304635761589,Barry Sonnenfeld,198,John Travolta,1104,0,Estados Unidos,26,6.506012378426171,14836,1,6.494793536804309,6.0
2014,110,6.441530054644809,94,1,6.486925287356322,Animación,1,6.707727272727273,Stéphane Berla,2013, ,0,0,Francia,29,6.605418719211823,3057,1,6.494793536804309,6.3
2000,100,6.689215686274509,155,2,6.708482438701127,Drama,7,6.638080216313655,Liv Ullmann,1279,Lena Endre,1314,0,Suecia,69,6.802702702702702,1895,1,6.494793536804309,7.5
2013,110,6.417575757575758,98,1,6.486925287356322,Romance,12,6.470815450643777,Michael Dowse,1446,Daniel Radcliffe,480,0,Canadá,15,6.518987341772152,10939,1,6.494793536804309,6.0
2009,100,6.470779220779221,128,2,6.708482438701127,Drama,7,6.638080216313655,Marco Bellocchio,1344,Louise Bourgoin,1366,0,Francia,29,6.605418719211823,1662,1,6.494793536804309,6.2
1992,90,6.7942857142857145,105,1,6.486925287356322,Drama,7,6.638080216313655,Tim Robbins,2078,Tim Robbins,2117,1,Estados Unidos,26,6.506012378426171,1877,1,6.494793536804309,6.7
1979,70,6.892857142857143,121,2,6.708482438701127,Drama,7,6.638080216313655,Franco Zeffirelli,656,Jon Voight,1113,0,Estados Unidos,26,6.506012378426171,3552,1,6.494793536804309,6.2
2006,100,6.53855421686747,105,1,6.486925287356322,Drama,7,6.638080216313655,Carlos Iglesias,297,Carlos Iglesias,330,1,España,25,6.403389830508475,13599,1,6.494793536804309,6.7
2013,110,6.417575757575758,99,1,6.486925287356322,Terror,13,6.301785714285715,Ti West,2072,Amy Seimetz,102,0,Estados Unidos,26,6.506012378426171,2014,1,6.494793536804309,6.1
2019,110,6.450292397660819,101,1,6.486925287356322,Drama,7,6.638080216313655,Safy Nebbou,1874,Juliette Binoche,1172,0,Francia,29,6.605418719211823,1577,1,6.494793536804309,6.3
2011,110,6.457432432432433,96,1,6.486925287356322,Drama,7,6.638080216313655,Yasemin Samdereli,2185,Fahri Yardim,660,0,Alemania,1,6.597499999999999,1393,1,6.494793536804309,6.5
2005,100,6.506578947368421,127,2,6.708482438701127,Ciencia ficción,4,6.490526315789474,Michael Bay,1440,Liam Neeson,1332,0,Estados Unidos,26,6.506012378426171,56223,2,6.897883597883598,6.2
2010,110,6.513669064748202,154,2,6.708482438701127,Comedia,6,6.479304635761589,Guillaume Canet,751,François Cluzet,708,0,Francia,29,6.605418719211823,17058,1,6.494793536804309,6.8
2014,110,6.441530054644809,106,1,6.486925287356322,Drama,7,6.638080216313655,Ken Loach,1178,Barry Ward,215,0,Reino Unido,60,6.503030303030303,1765,1,6.494793536804309,6.3
2014,110,6.441530054644809,107,1,6.486925287356322,Romance,12,6.470815450643777,Saul Dibb,1903,Michelle Williams,1576,0,Reino Unido,60,6.503030303030303,6284,1,6.494793536804309,6.3
2011,110,6.457432432432433,104,1,6.486925287356322,Comedia,6,6.479304635761589,Bobcat Goldthwait,251,Joel Murray,1075,0,Estados Unidos,26,6.506012378426171,6974,1,6.494793536804309,6.5
2016,110,6.420958083832336,127,2,6.708482438701127,Thriller,14,6.4992,Brad Furman,256,Chani Martín,357,0,España,25,6.403389830508475,7282,1,6.494793536804309,6.2
1985,80,6.724,114,1,6.486925287356322,Acción,0,6.38955223880597,William Friedkin,2164,William Petersen,2232,0,Estados Unidos,26,6.506012378426171,2348,1,6.494793536804309,6.5
2009,100,6.470779220779221,90,1,6.486925287356322,Acción,0,6.38955223880597,Scott Sanders,1913,Michael Jai White,1555,0,Estados Unidos,26,6.506012378426171,1268,1,6.494793536804309,6.5
2014,110,6.441530054644809,117,1,6.486925287356322,Fantástico,8,6.429508196721312,Takashi Miike,2028,Sôta Fukushi,2062,0,Japón,42,6.77808988764045,1262,1,6.494793536804309,5.9
2016,110,6.420958083832336,101,1,6.486925287356322,Comedia,6,6.479304635761589,Dexter Fletcher,512,Taron Egerton,2077,0,Reino Unido,60,6.503030303030303,3856,1,6.494793536804309,6.4
2000,100,6.689215686274509,122,2,6.708482438701127,Drama,7,6.638080216313655,Mimi Leder,1515,Kevin Spacey,1232,0,Estados Unidos,26,6.506012378426171,38515,1,6.494793536804309,6.7
2017,110,6.397093023255814,141,2,6.708482438701127,Drama,7,6.638080216313655,Aaron Sorkin,3,Jessica Chastain,1043,0,Estados Unidos,26,6.506012378426171,19519,1,6.494793536804309,6.8
2010,110,6.513669064748202,112,1,6.486925287356322,Drama,7,6.638080216313655,Fernando León de Aranoa,634,Magaly Solier,1403,0,España,25,6.403389830508475,2312,1,6.494793536804309,5.8
1973,70,6.911904761904762,125,2,6.708482438701127,Comedia,6,6.479304635761589,Marco Ferreri,1346,Marcello Mastroianni,1424,0,Francia,29,6.605418719211823,3606,1,6.494793536804309,6.8
2008,100,6.485135135135135,140,2,6.708482438701127,Bélico,3,6.7035294117647055,John Woo,1047,Tony Leung Chiu-Wai,2145,0,China,17,6.806976744186046,1381,1,6.494793536804309,6.8
1986,80,6.752727272727272,127,2,6.708482438701127,Drama,7,6.638080216313655,Manuel Gutiérrez Aragón,1326,Ángela Molina,2298,0,España,25,6.403389830508475,1877,1,6.494793536804309,6.5
2022,120,6.454545454545454,140,2,6.708482438701127,Thriller,14,6.4992,Santiago Mitre,1894,Ricardo Darín,1821,0,Argentina,5,6.716842105263158,15372,1,6.494793536804309,7.4
2019,110,6.450292397660819,144,2,6.708482438701127,Thriller,14,6.4992,Edward Norton,561,Edward Norton,576,1,Estados Unidos,26,6.506012378426171,4088,1,6.494793536804309,6.0
1997,90,6.64367816091954,123,2,6.708482438701127,Intriga,10,6.5185,David Fincher,458,Michael Douglas,1550,0,Estados Unidos,26,6.506012378426171,80582,2,6.897883597883598,7.2
1981,80,6.720754716981132,106,1,6.486925287356322,Romance,12,6.470815450643777,François Truffaut,664,Gérard Depardieu,802,0,Francia,29,6.605418719211823,2609,1,6.494793536804309,7.2
2011,110,6.457432432432433,110,1,6.486925287356322,Drama,7,6.638080216313655,Andrés Wood,124,Francisca Gavilán,697,0,Chile,16,6.54375,1720,1,6.494793536804309,6.8
2019,110,6.450292397660819,111,1,6.486925287356322,Thriller,14,6.4992,Paco Cabezas,1615,Mario Casas,1455,0,España,25,6.403389830508475,7653,1,6.494793536804309,6.0
2014,110,6.441530054644809,130,2,6.708482438701127,Drama,7,6.638080216313655,Bennett Miller,218,Channing Tatum,358,0,Estados Unidos,26,6.506012378426171,15747,1,6.494793536804309,6.3
1994,90,6.673563218390805,116,1,6.486925287356322,Drama,7,6.638080216313655,Bernard Rose,221,Gary Oldman,731,0,Estados Unidos,26,6.506012378426171,2875,1,6.494793536804309,6.6
2013,110,6.417575757575758,103,1,6.486925287356322,Comedia,6,6.479304635761589,Nat Faxon,1541,Liam James,1331,0,Estados Unidos,26,6.506012378426171,5401,1,6.494793536804309,6.3
2004,100,6.620125786163522,106,1,6.486925287356322,Acción,0,6.38955223880597,Renny Harlin,1754,Val Kilmer,2171,0,Estados Unidos,26,6.506012378426171,17924,1,6.494793536804309,5.8
1999,90,6.656880733944955,100,1,6.486925287356322,Thriller,14,6.4992,Antonio Hernández,160,Carmen Maura,336,0,España,25,6.403389830508475,1487,1,6.494793536804309,6.3
2020,120,6.343877551020409,131,2,6.708482438701127,Acción,0,6.38955223880597,Park Hoon-jung,1627,Cha Seung-won,354,0,Corea del Sur,19,6.7043478260869565,1015,1,6.494793536804309,6.4
1983,80,6.766666666666667,130,2,6.708482438701127,Drama,7,6.638080216313655,James L. Brooks,884,Debra Winger,510,0,Estados Unidos,26,6.506012378426171,21526,1,6.494793536804309,6.8
2012,110,6.419580419580419,135,2,6.708482438701127,Drama,7,6.638080216313655,Derek Cianfrance,506,Ryan Gosling,1902,0,Estados Unidos,26,6.506012378426171,17079,1,6.494793536804309,6.5
2019,110,6.450292397660819,106,1,6.486925287356322,Drama,7,6.638080216313655,Hirokazu Koreeda,803,Catherine Deneuve,348,0,Francia,29,6.605418719211823,1924,1,6.494793536804309,6.0
2017,110,6.397093023255814,95,1,6.486925287356322,Drama,7,6.638080216313655,Jameson Brooks,894,Dave Randolph-Mayhem Davis,492,0,Estados Unidos,26,6.506012378426171,1510,1,6.494793536804309,6.0
2013,110,6.417575757575758,101,1,6.486925287356322,Animación,1,6.707727272727273,Yeon Sang-ho,2187, ,0,0,Corea del Sur,19,6.7043478260869565,1658,1,6.494793536804309,6.3
2005,100,6.506578947368421,117,1,6.486925287356322,Drama,7,6.638080216313655,Jaime Chávarri,866,Óscar Jaenada,2300,0,España,25,6.403389830508475,11051,1,6.494793536804309,6.1
2015,110,6.403048780487804,102,1,6.486925287356322,Comedia,6,6.479304635761589,Kheiron,1189,Kheiron,1234,1,Francia,29,6.605418719211823,1698,1,6.494793536804309,6.6
2017,110,6.397093023255814,95,1,6.486925287356322,Comedia,6,6.479304635761589,Paul King,1645,Hugh Grant,868,0,Reino Unido,60,6.503030303030303,3113,1,6.494793536804309,6.8
