AÑO,DECADA,AÑO_NM,MINUTOS,HORAS,DURACION_NM,GENERO,GENERO_NUM,GENERO_NM,DIRECCION,DIRECCION_NUM,PROTAGONISTA,PROTAGONISTA_NUM,JUAN_PALOMO,PAIS,PAIS_NUM,PAIS_NM,VOTOS,POPULARIDAD,POPULARIDAD_NM,NOTA
2007,100,6.491463414634146,114,1,6.486925287356322,Drama,7,6.638080216313655,José Luis Garci,1110,Álex González,2291,0,España,25,6.403389830508475,2325,1,6.494793536804309,6.1
2023,120,6.410526315789474,129,2,6.708482438701127,Drama,7,6.638080216313655,Estibaliz Urresola Solaguren,611,Sofía Otero,2015,0,España,25,6.403389830508475,1591,1,6.494793536804309,7.4
2010,110,6.513669064748202,106,1,6.486925287356322,Thriller,14,6.4992,Tetsuya Nakashima,2056,Takako Matsu,2066,0,Japón,42,6.77808988764045,13837,1,6.494793536804309,7.0
1972,70,7.043243243243244,117,1,6.486925287356322,Aventuras,2,6.480645161290322,Ronald Neame,1847,Gene Hackman,740,0,Estados Unidos,26,6.506012378426171,6640,1,6.494793536804309,6.6
1979,70,6.892857142857143,109,1,6.486925287356322,Drama,7,6.638080216313655,Paul Schrader,1649,George C. Scott,745,0,Estados Unidos,26,6.506012378426171,1962,1,6.494793536804309,6.7
1972,70,7.043243243243244,95,1,6.486925287356322,Drama,7,6.638080216313655,Jean-Luc Godard,932,Yves Montand,2260,0,Francia,29,6.605418719211823,1540,1,6.494793536804309,6.7
2013,110,6.417575757575758,100,1,6.486925287356322,Drama,7,6.638080216313655,Fernando Coimbra,628,Milhem Cortaz,1592,0,Brasil,10,7.029411764705882,1628,1,6.494793536804309,6.5
1973,70,6.911904761904762,111,1,6.486925287356322,Thriller,14,6.4992,Don Siegel,532,Walter Matthau,2217,0,Estados Unidos,26,6.506012378426171,1453,1,6.494793536804309,7.0
2018,110,6.404117647058824,134,2,6.708482438701127,Acción,0,6.38955223880597,Ryan Coogler,1861,Chadwick Boseman,356,0,Estados Unidos,26,6.506012378426171,31896,1,6.494793536804309,5.9
1979,70,6.892857142857143,109,1,6.486925287356322,Drama,7,6.638080216313655,Peter Hyams,1681,Harrison Ford,826,0,Reino Unido,60,6.503030303030303,1626,1,6.494793536804309,5.9
2008,100,6.485135135135135,114,1,6.486925287356322,Drama,7,6.638080216313655,Steve Jacobs,1998,John Malkovich,1099,0,Australia,6,6.428846153846154,1612,1,6.494793536804309,6.0
2021,120,6.423846153846154,148,2,6.708482438701127,Fantástico,8,6.429508196721312,Jon Watts,1058,Tom Holland,2134,0,Estados Unidos,26,6.506012378426171,27210,1,6.494793536804309,7.0
2013,110,6.417575757575758,104,1,6.486925287356322,Romance,12,6.470815450643777,Ritesh Batra,1788,Irrfan Khan,903,0,India,35,6.984615384615385,2968,1,6.494793536804309,6.8
2006,100,6.53855421686747,97,1,6.486925287356322,Drama,7,6.638080216313655,Kim Ki-duk,1195,Ha Jung-woo,808,0,Corea del Sur,19,6.7043478260869565,4586,1,6.494793536804309,7.0
2016,110,6.420958083832336,111,1,6.486925287356322,Ciencia ficción,4,6.490526315789474,Colm McCarthy,389,Sennia Nanua,1965,0,Reino Unido,60,6.503030303030303,6450,1,6.494793536804309,6.0
2010,110,6.513669064748202,124,2,6.708482438701127,Fantástico,8,6.429508196721312,Jon Favreau,1052,Robert Downey Jr.,1853,0,Estados Unidos,26,6.506012378426171,59926,2,6.897883597883598,5.9
1992,90,6.7942857142857145,142,2,6.708482438701127,Comedia,6,6.479304635761589,Emir Kusturica,585,Johnny Depp,1107,0,Estados Unidos,26,6.506012378426171,3652,1,6.494793536804309,6.6
1972,70,7.043243243243244,100,1,6.486925287356322,Comedia,6,6.479304635761589,Luis Buñuel,1300,Fernando Rey,681,0,Francia,29,6.605418719211823,9796,1,6.494793536804309,7.5
2005,100,6.506578947368421,129,2,6.708482438701127,Drama,7,6.638080216313655,Neil Jordan,1548,Jean-Marc Barr,1005,0,Francia,29,6.605418719211823,6839,1,6.494793536804309,6.8
1998,90,6.607142857142857,130,2,6.708482438701127,Drama,7,6.638080216313655,Theo Angelopoulos,2060,Bruno Ganz,304,0,Grecia,31,7.011111111111111,3750,1,6.494793536804309,7.5
2009,100,6.470779220779221,95,1,6.486925287356322,Thriller,14,6.4992,Sebastián Cordero,1925,Martina García,1481,0,España,25,6.403389830508475,1351,1,6.494793536804309,5.8
1981,80,6.720754716981132,109,1,6.486925287356322,Thriller,14,6.4992,Georges Lautner,715,Jean-Paul Belmondo,1006,0,Francia,29,6.605418719211823,1045,1,6.494793536804309,6.3
2006,100,6.53855421686747,106,1,6.486925287356322,Terror,13,6.301785714285715,William Friedkin,2164,Ashley Judd,189,0,Estados Unidos,26,6.506012378426171,1418,1,6.494793536804309,5.9
2015,110,6.403048780487804,127,2,6.708482438701127,Drama,7,6.638080216313655,Xavier Giannoli,2177,Catherine Frot,349,0,Francia,29,6.605418719211823,1666,1,6.494793536804309,6.2
2011,110,6.457432432432433,93,1,6.486925287356322,Drama,7,6.638080216313655,Yorgos Lanthimos,2189,Aris Servetalis,177,0,Grecia,31,7.011111111111111,4241,1,6.494793536804309,6.1
2019,110,6.450292397660819,95,1,6.486925287356322,Intriga,10,6.5185,Adam Randall,13,Helen Hunt,836,0,Estados Unidos,26,6.506012378426171,5170,1,6.494793536804309,6.2
1976,70,6.802380952380952,117,1,6.486925287356322,Drama,7,6.638080216313655,Joseph Losey,1092,Alain Delon,47,0,Francia,29,6.605418719211823,1259,1,6.494793536804309,6.9
2021,120,6.423846153846154,128,2,6.708482438701127,Drama,7,6.638080216313655,Joachim Trier,982,Renate Reinsve,1818,0,Noruega,51,6.458333333333333,11794,1,6.494793536804309,7.2
1981,80,6.720754716981132,116,1,6.486925287356322,Intriga,10,6.5185,Sydney Pollack,2020,Paul Newman,1732,0,Estados Unidos,26,6.506012378426171,2471,1,6.494793536804309,6.3
2018,110,6.404117647058824,125,2,6.708482438701127,Thriller,14,6.4992,Anthony Maras,145,Armie Hammer,181,0,Australia,6,6.428846153846154,3771,1,6.494793536804309,6.6
2013,110,6.417575757575758,116,1,6.486925287356322,Comedia,6,6.479304635761589,Eugenio Derbez,613,Eugenio Derbez,646,1,México,49,6.652631578947369,4913,1,6.494793536804309,6.2
2004,100,6.620125786163522,155,2,6.708482438701127,Comedia,6,6.479304635761589,Emir Kusturica,585,Slavko Stimac,2012,0,Serbia y Montenegro,66,7.3,5177,1,6.494793536804309,7.3
2005,100,6.506578947368421,119,1,6.486925287356322,Ciencia ficción,4,6.490526315789474,Joss Whedon,1103,Nathan Fillion,1644,0,Estados Unidos,26,6.506012378426171,17423,1,6.494793536804309,6.3
1977,70,6.7785714285714285,137,2,6.708482438701127,Drama,7,6.638080216313655,Sidney Lumet,1962,Richard Burton,1826,0,Estados Unidos,26,6.506012378426171,1057,1,6.494793536804309,6.5
2015,110,6.403048780487804,120,2,6.708482438701127,Drama,7,6.638080216313655,Tom Hooper,2094,Eddie Redmayne,566,0,Reino Unido,60,6.503030303030303,28257,1,6.494793536804309,6.8
2022,120,6.454545454545454,130,2,6.708482438701127,Romance,12,6.470815450643777,Luca Guadagnino,1290,Taylor Russell,2082,0,Italia,41,6.670769230769231,3580,1,6.494793536804309,6.3
2009,100,6.470779220779221,107,1,6.486925287356322,Drama,7,6.638080216313655,Oren Moverman,1603,Ben Foster,225,0,Estados Unidos,26,6.506012378426171,1119,1,6.494793536804309,6.4
2010,110,6.513669064748202,120,2,6.708482438701127,Drama,7,6.638080216313655,Emilio Estévez,581,Martin Sheen,1480,0,España,25,6.403389830508475,4659,1,6.494793536804309,6.0
1975,70,6.8694444444444445,193,3,7.28,Drama,7,6.638080216313655,Chantal Akerman,317,Delphine Seyrig,513,0,Bélgica,13,6.675862068965517,1683,1,6.494793536804309,7.2
2006,100,6.53855421686747,117,1,6.486925287356322,Acción,0,6.38955223880597,Zack Snyder,2202,Gerard Butler,754,0,Estados Unidos,26,6.506012378426171,145359,4,7.670212765957447,7.2
2005,100,6.506578947368421,105,1,6.486925287356322,Comedia,6,6.479304635761589,Julian Jarrold,1139,Joel Edgerton,1073,0,Reino Unido,60,6.503030303030303,1709,1,6.494793536804309,6.1
1997,90,6.64367816091954,155,2,6.708482438701127,Thriller,14,6.4992,Clint Eastwood,382,John Cusack,1087,0,Estados Unidos,26,6.506012378426171,16786,1,6.494793536804309,6.8
2014,110,6.441530054644809,108,1,6.486925287356322,Ciencia ficción,4,6.490526315789474,Alex Garland,64,Domhnall Gleeson,537,0,Reino Unido,60,6.503030303030303,52834,2,6.897883597883598,7.1
2021,120,6.423846153846154,94,1,6.486925287356322,Drama,7,6.638080216313655,Peter Bebjak,1669,Noël Czuczor,1680,0,Eslovaquia,23,6.35,1273,1,6.494793536804309,6.2
1989,80,6.618867924528302,138,2,6.708482438701127,Drama,7,6.638080216313655,Kenneth Branagh,1181,Kenneth Branagh,1226,1,Reino Unido,60,6.503030303030303,3512,1,6.494793536804309,6.9
2014,110,6.441530054644809,98,1,6.486925287356322,Comedia,6,6.479304635761589,Thomas Cailley,2066,Kévin Azaïs,1275,0,Francia,29,6.605418719211823,2140,1,6.494793536804309,6.0
1998,90,6.607142857142857,95,1,6.486925287356322,Animación,1,6.707727272727273,John Lasseter,1027, ,0,0,Estados Unidos,26,6.506012378426171,87730,3,7.1856,6.7
2006,100,6.53855421686747,110,1,6.486925287356322,Drama,7,6.638080216313655,Douglas McGrath,541,Toby Jones,2125,0,Estados Unidos,26,6.506012378426171,4349,1,6.494793536804309,6.6
1972,70,7.043243243243244,120,2,6.708482438701127,Western,15,6.58,John Huston,1023,Paul Newman,1732,0,Estados Unidos,26,6.506012378426171,3277,1,6.494793536804309,6.7
2012,110,6.419580419580419,115,1,6.486925287356322,Drama,7,6.638080216313655,Matteo Garrone,1410,Aniello Arena,138,0,Italia,41,6.670769230769231,1800,1,6.494793536804309,5.9
2006,100,6.53855421686747,103,1,6.486925287356322,Thriller,14,6.4992,Israel Adrián Caetano,846,Sissy Spacek,2010,0,Estados Unidos,26,6.506012378426171,2476,1,6.494793536804309,7.1
1974,70,6.917073170731708,104,1,6.486925287356322,Drama,7,6.638080216313655,Luis Buñuel,1300,Michel Piccoli,1573,0,Francia,29,6.605418719211823,3082,1,6.494793536804309,7.2
2008,100,6.485135135135135,94,1,6.486925287356322,Drama,7,6.638080216313655,Ursula Meier,2131,Isabelle Huppert,912,0,Suiza,70,6.3500000000000005,1197,1,6.494793536804309,6.0
2015,110,6.403048780487804,110,1,6.486925287356322,Bélico,3,6.7035294117647055,Sergey Mokritskiy,1933,Yuliya Peresild,2256,0,Ucrania,74,6.35,2945,1,6.494793536804309,6.1
2000,100,6.689215686274509,113,1,6.486925287356322,Musical,11,6.579245283018868,Nicholas Hytner,1556,Amanda Schull,94,0,Estados Unidos,26,6.506012378426171,1007,1,6.494793536804309,5.9
2020,120,6.343877551020409,116,1,6.486925287356322,Thriller,14,6.4992,Anders Thomas Jensen,97,Mads Mikkelsen,1402,0,Dinamarca,21,6.777777777777778,7560,1,6.494793536804309,7.0
2005,100,6.506578947368421,122,2,6.708482438701127,Thriller,14,6.4992,Christian Alvart,348,Wotan Wilke Möhring,2238,0,Alemania,1,6.597499999999999,1218,1,6.494793536804309,6.0
1991,90,6.6890625,97,1,6.486925287356322,Comedia,6,6.479304635761589,Michael Hoffman,1452,Sally Field,1913,0,Estados Unidos,26,6.506012378426171,1684,1,6.494793536804309,5.8
2013,110,6.417575757575758,112,1,6.486925287356322,Drama,7,6.638080216313655,Kelly Reichardt,1177,Jesse Eisenberg,1042,0,Estados Unidos,26,6.506012378426171,1196,1,6.494793536804309,6.0
2021,120,6.423846153846154,112,1,6.486925287356322,Ciencia ficción,4,6.490526315789474,Benjamin Cleary,215,Mahershala Ali,1407,0,Estados Unidos,26,6.506012378426171,1725,1,6.494793536804309,6.2
2016,110,6.420958083832336,95,1,6.486925287356322,Drama,7,6.638080216313655,Pablo Larraín,1611,Natalie Portman,1640,0,Estados Unidos,26,6.506012378426171,9031,1,6.494793536804309,6.0
2015,110,6.403048780487804,120,2,6.708482438701127,Ciencia ficción,4,6.490526315789474,Neill Blomkamp,1551,Sharlto Copley,1980,0,Estados Unidos,26,6.506012378426171,23253,1,6.494793536804309,5.8
1974,70,6.917073170731708,140,2,6.708482438701127,Drama,7,6.638080216313655,Louis Malle,1286,Zhou Dongyu,2279,0,Hong Kong,33,6.557777777777778,1676,1,6.494793536804309,7.1
2010,110,6.513669064748202,105,1,6.486925287356322,Drama,7,6.638080216313655,José Mari Goenaga,1113,Itziar Aizpuru,916,0,España,25,6.403389830508475,1236,1,6.494793536804309,7.2
2019,110,6.450292397660819,121,2,6.708482438701127,Drama,7,6.638080216313655,Kelly Reichardt,1177,John Magaro,1098,0,Estados Unidos,26,6.506012378426171,3563,1,6.494793536804309,6.7
1977,70,6.7785714285714285,103,1,6.486925287356322,Drama,7,6.638080216313655,José Antonio de la Loma,1106,Ángel Fernández Franco,2294,0,España,25,6.403389830508475,6094,1,6.494793536804309,6.0
2010,110,6.513669064748202,106,1,6.486925287356322,Comedia,6,6.479304635761589,Óscar Aibar,2219,Santiago Segura,1937,0,España,25,6.403389830508475,8602,1,6.494793536804309,6.0
2017,110,6.397093023255814,114,1,6.486925287356322,Drama,7,6.638080216313655,Jon Garaño,1053,Joseba Usabiaga,1127,0,España,25,6.403389830508475,11661,1,6.494793536804309,6.5
1998,90,6.607142857142857,110,1,6.486925287356322,Drama,7,6.638080216313655,Simon Shore,1967,Ben Silverstone,230,0,Reino Unido,60,6.503030303030303,1454,1,6.494793536804309,6.9
2019,110,6.450292397660819,108,1,6.486925287356322,Terror,13,6.301785714285715,Severin Fiala,1939,Riley Keough,1841,0,Reino Unido,60,6.503030303030303,3270,1,6.494793536804309,5.9
2020,120,6.343877551020409,124,2,6.708482438701127,Comedia,6,6.479304635761589,Autumn de Wilde,186, ,0,0,Estados Unidos,26,6.506012378426171,4975,1,6.494793536804309,6.2
2020,120,6.343877551020409,124,2,6.708482438701127,Ciencia ficción,4,6.490526315789474,Leigh Whannell,1255,Elisabeth Moss,588,0,Estados Unidos,26,6.506012378426171,16388,1,6.494793536804309,6.1
1987,80,6.59,120,2,6.708482438701127,Bélico,3,6.7035294117647055,Stanley Kubrick,1979,Matthew Modine,1503,0,Reino Unido,60,6.503030303030303,122554,3,7.1856,8.2
2007,100,6.491463414634146,113,1,6.486925287356322,Drama,7,6.638080216313655,Bille August,236,Joseph Fiennes,1130,0,Reino Unido,60,6.503030303030303,2331,1,6.494793536804309,6.4
1999,90,6.656880733944955,96,1,6.486925287356322,Comedia,6,6.479304635761589,Oliver Parker,1594,Rupert Everett,1898,0,Reino Unido,60,6.503030303030303,1279,1,6.494793536804309,6.1
2004,100,6.620125786163522,104,1,6.486925287356322,Animación,1,6.707727272727273,Shinji Aramaki,1955, ,0,0,Japón,42,6.77808988764045,1838,1,6.494793536804309,6.4
1993,90,6.778947368421053,106,1,6.486925287356322,Aventuras,2,6.480645161290322,Agnieszka Holland,21,Kate Maberly,1202,0,Reino Unido,60,6.503030303030303,4308,1,6.494793536804309,6.5
2005,100,6.506578947368421,100,1,6.486925287356322,Animación,1,6.707727272727273,Tetsuya Nomura,2057, ,0,0,Japón,42,6.77808988764045,10036,1,6.494793536804309,6.5
1999,90,6.656880733944955,139,2,6.708482438701127,Drama,7,6.638080216313655,David Fincher,458,Edward Norton,576,0,Estados Unidos,26,6.506012378426171,186875,5,8.083333333333334,8.1
2014,110,6.441530054644809,115,1,6.486925287356322,Comedia,6,6.479304635761589,Olivier Nakache,1602,Omar Sy,1697,0,Francia,29,6.605418719211823,8287,1,6.494793536804309,6.2
2004,100,6.620125786163522,90,1,6.486925287356322,Drama,7,6.638080216313655,François Ozon,663,Valeria Bruni Tedeschi,2173,0,Francia,29,6.605418719211823,1397,1,6.494793536804309,6.3
2022,120,6.454545454545454,100,1,6.486925287356322,Animación,1,6.707727272727273,Joel Crawford,997, ,0,0,Estados Unidos,26,6.506012378426171,6017,1,6.494793536804309,7.1
2018,110,6.404117647058824,112,1,6.486925287356322,Drama,7,6.638080216313655,Wash Westmoreland,2156, ,0,0,Estados Unidos,26,6.506012378426171,2704,1,6.494793536804309,6.2
1995,90,6.725925925925925,105,1,6.486925287356322,Thriller,14,6.4992,Bryan Singer,282,Chazz Palminteri,371,0,Estados Unidos,26,6.506012378426171,86306,3,7.1856,8.0
2019,110,6.450292397660819,126,2,6.708482438701127,Drama,7,6.638080216313655,Fernando Meirelles,635,Carey Mulligan,324,0,Reino Unido,60,6.503030303030303,15414,1,6.494793536804309,6.8
2011,110,6.457432432432433,113,1,6.486925287356322,Drama,7,6.638080216313655,Charles Martin Smith,321,Nathan Gamble,1645,0,Estados Unidos,26,6.506012378426171,1742,1,6.494793536804309,5.9
2004,100,6.620125786163522,104,1,6.486925287356322,Drama,7,6.638080216313655,Charles Dance,319,Judi Dench,1160,0,Reino Unido,60,6.503030303030303,1968,1,6.494793536804309,6.3
1992,90,6.7942857142857145,113,1,6.486925287356322,Drama,7,6.638080216313655,Neil Jordan,1548,Roland Møller,1876,0,Dinamarca,21,6.777777777777778,8897,1,6.494793536804309,7.1
1999,90,6.656880733944955,96,1,6.486925287356322,Drama,7,6.638080216313655,Juan Vicente Córdoba,1128,Anton Yelchin,161,0,Estados Unidos,26,6.506012378426171,1166,1,6.494793536804309,6.1
2008,100,6.485135135135135,126,2,6.708482438701127,Fantástico,8,6.429508196721312,Jon Favreau,1052,Robert Downey Jr.,1853,0,Estados Unidos,26,6.506012378426171,96613,3,7.1856,6.6
2007,100,6.491463414634146,102,1,6.486925287356322,Animación,1,6.707727272727273,Masahiro Andô,1399, ,0,0,Japón,42,6.77808988764045,3233,1,6.494793536804309,7.2
2003,100,6.609259259259259,103,1,6.486925287356322,Comedia,6,6.479304635761589,Eduardo Mignogna,556,Norma Aleandro,1677,0,Argentina,5,6.716842105263158,1540,1,6.494793536804309,6.1
1973,70,6.911904761904762,105,1,6.486925287356322,Aventuras,2,6.480645161290322,Richard Lester,1774,Richard Chamberlain,1827,0,Reino Unido,60,6.503030303030303,1825,1,6.494793536804309,6.0
2015,110,6.403048780487804,113,1,6.486925287356322,Drama,7,6.638080216313655,Justin Kurzel,1154,Jamie Foxx,967,0,Estados Unidos,26,6.506012378426171,9274,1,6.494793536804309,6.2
2007,100,6.491463414634146,108,1,6.486925287356322,Romance,12,6.470815450643777,Juan Taratuto,1126,Diego Peretti,534,0,Argentina,5,6.716842105263158,2096,1,6.494793536804309,6.0
2010,110,6.513669064748202,108,1,6.486925287356322,Comedia,6,6.479304635761589,Dany Boon,441,Benoît Poelvoorde,239,0,Francia,29,6.605418719211823,5865,1,6.494793536804309,6.0
2004,100,6.620125786163522,97,1,6.486925287356322,Intriga,10,6.5185,David Koepp,466,Johnny Depp,1107,0,Estados Unidos,26,6.506012378426171,27736,1,6.494793536804309,6.0
2008,100,6.485135135135135,107,1,6.486925287356322,Romance,12,6.470815450643777,Roberto Sneider,1826,Ana Claudia Talancón,104,0,México,49,6.652631578947369,1381,1,6.494793536804309,6.4
2011,110,6.457432432432433,123,2,6.708482438701127,Drama,7,6.638080216313655,Jeff Nichols,944,Michael Shannon,1564,0,Estados Unidos,26,6.506012378426171,18252,1,6.494793536804309,6.7
2019,110,6.450292397660819,95,1,6.486925287356322,Drama,7,6.638080216313655,Lulu Wang,1310,Awkwafina,200,0,Estados Unidos,26,6.506012378426171,5058,1,6.494793536804309,6.7
2016,110,6.420958083832336,95,1,6.486925287356322,Animación,1,6.707727272727273,Jennifer Yuh,950, ,0,0,Estados Unidos,26,6.506012378426171,6483,1,6.494793536804309,6.0
2008,100,6.485135135135135,101,1,6.486925287356322,Comedia,6,6.479304635761589,Michel Gondry,1472,Jack Black,924,0,Estados Unidos,26,6.506012378426171,18710,1,6.494793536804309,6.3
2002,100,6.618110236220472,104,1,6.486925287356322,Thriller,14,6.4992,Enrique Urbizu,592,Antonio Resines,168,0,España,25,6.403389830508475,18301,1,6.494793536804309,6.5
2012,110,6.419580419580419,97,1,6.486925287356322,Cine negro,5,6.752380952380953,Andrew Dominik,109,Brad Pitt,275,0,Estados Unidos,26,6.506012378426171,28543,1,6.494793536804309,5.8
1985,80,6.724,115,1,6.486925287356322,Aventuras,2,6.480645161290322,Barry Levinson,196,Nicholas Rowe,1652,0,Estados Unidos,26,6.506012378426171,14368,1,6.494793536804309,6.7
2007,100,6.491463414634146,103,1,6.486925287356322,Drama,7,6.638080216313655,Sam Garbarski,1880,Marianne Faithfull,1442,0,Reino Unido,60,6.503030303030303,3686,1,6.494793536804309,6.8
1986,80,6.752727272727272,106,1,6.486925287356322,Comedia,6,6.479304635761589,Woody Allen,2173,Woody Allen,2236,1,Estados Unidos,26,6.506012378426171,33438,1,6.494793536804309,7.8
2011,110,6.457432432432433,106,1,6.486925287356322,Thriller,14,6.4992,Steven Soderbergh,2004,Matt Damon,1497,0,Estados Unidos,26,6.506012378426171,34818,1,6.494793536804309,5.9
1998,90,6.607142857142857,109,1,6.486925287356322,Fantástico,8,6.429508196721312,Vincent Ward,2144,Robin Williams,1867,0,Estados Unidos,26,6.506012378426171,18064,1,6.494793536804309,6.4
2014,110,6.441530054644809,94,1,6.486925287356322,Terror,13,6.301785714285715,Jennifer Kent,948,Essie Davis,643,0,Australia,6,6.428846153846154,26923,1,6.494793536804309,5.9
2018,110,6.404117647058824,114,1,6.486925287356322,Drama,7,6.638080216313655,Gus Van Sant,758,Joaquin Phoenix,1063,0,Estados Unidos,26,6.506012378426171,2948,1,6.494793536804309,6.3
2011,110,6.457432432432433,111,1,6.486925287356322,Drama,7,6.638080216313655,Lasse Hallström,1232,Ewan McGregor,657,0,Reino Unido,60,6.503030303030303,12790,1,6.494793536804309,5.9
2021,120,6.423846153846154,122,2,6.708482438701127,Thriller,14,6.4992,Manuel Martín Cuenca,1329,Javier Gutiérrez,994,0,España,25,6.403389830508475,2934,1,6.494793536804309,6.1
1980,80,6.839393939393939,95,1,6.486925287356322,Comedia,6,6.479304635761589,Fernando Trueba,636,Óscar Ladoire,2301,0,España,25,6.403389830508475,3867,1,6.494793536804309,6.2
2002,100,6.618110236220472,129,2,6.708482438701127,Thriller,14,6.4992,Nicole García,1569,Daniel Auteuil,472,0,Francia,29,6.605418719211823,1275,1,6.494793536804309,6.4
1999,90,6.656880733944955,122,2,6.708482438701127,Animación,1,6.707727272727273,Kazuhiro Furuhashi,1172, ,0,0,Japón,42,6.77808988764045,5321,1,6.494793536804309,7.9
1995,90,6.725925925925925,130,2,6.708482438701127,Aventuras,2,6.480645161290322,Martin Campbell,1383,Pierce Brosnan,1768,0,Reino Unido,60,6.503030303030303,70244,2,6.897883597883598,5.9
2015,110,6.403048780487804,101,1,6.486925287356322,Drama,7,6.638080216313655,Fernando Colomo,629,Olivia Delcán,1692,0,España,25,6.403389830508475,2077,1,6.494793536804309,6.0
2001,100,6.604464285714286,111,1,6.486925287356322,Comedia,6,6.479304635761589,Terry Zwigoff,2055,Thora Birch,2110,0,Estados Unidos,26,6.506012378426171,16555,1,6.494793536804309,6.8
2011,110,6.457432432432433,103,1,6.486925287356322,Terror,13,6.301785714285715,Lucky McKee,1296,Pollyanna McIntosh,1780,0,Estados Unidos,26,6.506012378426171,2921,1,6.494793536804309,5.8
1980,80,6.839393939393939,124,2,6.708482438701127,Drama,7,6.638080216313655,Martin Scorsese,1389,Robert De Niro,1852,0,Estados Unidos,26,6.506012378426171,53829,2,6.897883597883598,8.1
1994,90,6.673563218390805,100,1,6.486925287356322,Terror,13,6.301785714285715,Michele Soavi,1478,Rupert Everett,1898,0,Italia,41,6.670769230769231,2013,1,6.494793536804309,6.0
2007,100,6.491463414634146,100,1,6.486925287356322,Terror,13,6.301785714285715,J.A. Bayona,854,Juliette Binoche,1172,0,Reino Unido,60,6.503030303030303,94940,3,7.1856,6.7
1999,90,6.656880733944955,90,1,6.486925287356322,Drama,7,6.638080216313655,Claire Denis,375,Grégoire Colin,789,0,Francia,29,6.605418719211823,1171,1,6.494793536804309,6.9
1976,70,6.802380952380952,113,1,6.486925287356322,Drama,7,6.638080216313655,Martin Scorsese,1389,Robert De Niro,1852,0,Estados Unidos,26,6.506012378426171,120097,3,7.1856,8.1
2021,120,6.423846153846154,115,1,6.486925287356322,Fantástico,8,6.429508196721312,Shawn Levy,1947,Ryan Reynolds,1905,0,Estados Unidos,26,6.506012378426171,15972,1,6.494793536804309,6.2
2009,100,6.470779220779221,100,1,6.486925287356322,Thriller,14,6.4992,J Blakeson,853,Gemma Arterton,738,0,Reino Unido,60,6.503030303030303,3051,1,6.494793536804309,6.2
2016,110,6.420958083832336,114,1,6.486925287356322,Thriller,14,6.4992,Todd Phillips,2085,Jonah Hill,1114,0,Estados Unidos,26,6.506012378426171,13492,1,6.494793536804309,6.3
2003,100,6.609259259259259,105,1,6.486925287356322,Drama,7,6.638080216313655,Sofia Coppola,1973,Edward Norton,576,0,Estados Unidos,26,6.506012378426171,100988,3,7.1856,7.1
2019,110,6.450292397660819,105,1,6.486925287356322,Drama,7,6.638080216313655,Jessica Hausner,963,Emily Beecham,611,0,Austria,7,6.635294117647058,2444,1,6.494793536804309,6.1
1987,80,6.59,94,1,6.486925287356322,Terror,13,6.301785714285715,Clive Barker,383,Andrew Robinson,122,0,Reino Unido,60,6.503030303030303,12531,1,6.494793536804309,6.1
1978,70,6.7,132,2,6.708482438701127,Animación,1,6.707727272727273,Ralph Bakshi,1739, ,0,0,Estados Unidos,26,6.506012378426171,9120,1,6.494793536804309,6.3
1990,90,6.667796610169491,93,1,6.486925287356322,Romance,12,6.470815450643777,Zhang Yimou,2205,Gong Li,772,0,China,17,6.806976744186046,4540,1,6.494793536804309,7.7
1995,90,6.725925925925925,98,1,6.486925287356322,Drama,7,6.638080216313655,Edward Burns,559,Jack Mulcahy,928,0,Estados Unidos,26,6.506012378426171,1033,1,6.494793536804309,6.5
2006,100,6.53855421686747,176,2,6.708482438701127,Intriga,10,6.5185,David Lynch,471,Laura Dern,1290,0,Estados Unidos,26,6.506012378426171,11997,1,6.494793536804309,6.4
1995,90,6.725925925925925,139,2,6.708482438701127,Ciencia ficción,4,6.490526315789474,Kathryn Bigelow,1168,Clint Eastwood,423,0,Estados Unidos,26,6.506012378426171,20599,1,6.494793536804309,6.7
2010,110,6.513669064748202,100,1,6.486925287356322,Acción,0,6.38955223880597,Herman Yau,797,Dennis To,523,0,Hong Kong,33,6.557777777777778,1871,1,6.494793536804309,6.0
2014,110,6.441530054644809,115,1,6.486925287356322,Drama,7,6.638080216313655,Kornél Mundruczó,1212,Zsófia Psotta,2285,0,Hungría,34,6.752941176470588,3483,1,6.494793536804309,6.0
2014,110,6.441530054644809,111,1,6.486925287356322,Musical,11,6.579245283018868,Stuart Murdoch,2010,Emily Browning,613,0,Reino Unido,60,6.503030303030303,1985,1,6.494793536804309,5.8
1999,90,6.656880733944955,104,1,6.486925287356322,Drama,7,6.638080216313655,Antonio Banderas,154,Melanie Griffith,1526,0,Estados Unidos,26,6.506012378426171,6261,1,6.494793536804309,6.1
1991,90,6.6890625,134,2,6.708482438701127,Drama,7,6.638080216313655,Lawrence Kasdan,1239,Danny Glover,485,0,Estados Unidos,26,6.506012378426171,3173,1,6.494793536804309,6.7
1994,90,6.673563218390805,103,1,6.486925287356322,Drama,7,6.638080216313655,Wong Kar-Wai,2172,Brigitte Lin,290,0,Hong Kong,33,6.557777777777778,13806,1,6.494793536804309,7.5
1990,90,6.667796610169491,97,1,6.486925287356322,Thriller,14,6.4992,Peter Hyams,1681,Gene Hackman,740,0,Estados Unidos,26,6.506012378426171,2810,1,6.494793536804309,6.1
