NOTA,NOTA_AÑO,NOTA_DURACION (min),NOTA_GENERO,NOTA_DIRECCION,NOTA_PROTAGONISTA,NOTA_PAIS,NOTA_VOTOS,AÑO_RANKING,DURACION_RANKING,GENERO_RANKING,DIRECCION_RANKING,PROTAGONISTA_RANKING,PAIS_RANKING,VOTOS_RANKING
6.6,6.61,6.6,6.47,6.65,6.2,6.48,6.6,4,2,6,3,1,3,2
6.3,6.75,6.41,6.63,6.42,6.46,6.4,6.05,6,1,8,2,2,2,0
6.3,6.45,6.47,6.47,6.3,6.28,6.48,6.47,1,1,6,2,1,3,2
6.5,6.6,6.55,6.47,6.4,6.62,6.6,6.5,4,2,6,2,3,3,2
6.2,6.53,6.6,6.63,6.55,6.2,6.6,6.2,2,2,8,3,1,3,1
5.8,6.44,6.57,6.47,6.12,6.15,6.48,5.8,1,2,6,1,1,3,0
6.7,6.69,6.42,6.47,6.74,6.62,6.4,6.65,5,1,6,4,3,2,3
6.0,6.42,6.56,6.63,6.0,6.4,6.48,6.0,1,2,8,0,2,3,0
6.1,6.57,6.6,6.63,6.53,6.53,6.48,6.53,3,2,8,3,2,3,2
6.4,6.45,6.5,6.63,6.3,6.4,6.6,6.4,1,1,8,2,2,3,2
7.2,6.75,6.51,6.63,6.98,6.98,6.52,7.2,6,1,8,5,4,3,5
5.8,6.45,6.47,6.63,5.8,5.8,6.55,5.85,1,1,8,0,0,3,0
6.2,6.57,6.43,6.69,6.35,6.7,6.48,6.2,3,1,9,2,3,3,1
6.7,6.7,6.41,6.42,6.24,6.73,6.49,6.7,5,1,5,1,3,3,3
6.0,6.66,6.47,6.28,6.36,6.0,6.48,6.15,4,1,3,2,0,3,1
6.2,6.59,6.61,6.51,6.22,6.39,6.49,6.2,3,2,6,1,2,3,1
6.2,6.53,6.48,6.47,6.31,6.43,6.48,6.45,2,1,6,2,2,3,2
7.4,6.75,6.48,6.47,6.85,6.48,6.48,7.4,6,1,6,4,2,3,5
6.0,6.42,6.6,6.63,6.3,6.4,6.7,6.0,1,2,8,2,2,4,0
7.9,6.75,6.74,6.47,6.88,6.97,6.48,7.9,6,3,6,4,4,3,7
7.3,6.58,6.76,6.63,6.83,6.69,6.48,7.3,3,3,8,4,3,3,5
5.8,6.4,6.47,6.36,6.37,6.39,6.48,5.8,0,1,5,2,2,3,0
6.4,6.61,6.47,6.28,6.23,6.4,6.78,6.4,4,1,3,1,2,4,2
6.1,6.7,6.31,6.28,6.12,6.1,6.48,6.1,5,0,3,1,1,3,1
6.1,6.61,6.4,6.63,6.1,6.03,6.48,6.1,4,1,8,1,0,3,1
6.0,6.5,6.43,6.47,6.0,6.0,6.4,6.4,2,1,6,0,0,2,2
6.3,6.7,6.56,6.51,6.81,6.53,6.48,6.3,5,2,6,4,2,3,1
5.8,6.44,7.0,6.46,6.3,6.34,6.43,5.8,1,4,6,2,2,2,0
5.9,6.53,6.43,6.47,5.9,5.9,6.49,5.9,2,1,6,0,0,3,0
6.7,6.45,6.5,6.42,6.78,6.7,6.48,6.7,1,1,5,4,3,3,3
6.2,6.45,6.42,6.36,6.2,6.2,6.48,6.2,1,1,5,1,1,3,1
5.9,6.59,6.47,6.47,6.37,5.9,6.48,6.1,3,1,6,2,0,3,1
6.7,6.4,6.42,6.69,6.7,6.7,6.6,6.38,0,1,9,3,3,3,2
6.2,6.42,6.56,6.63,6.2,6.2,6.23,6.4,1,2,8,1,1,1,2
7.0,6.53,6.53,6.63,6.6,6.45,6.4,7.0,2,1,8,3,2,2,4
5.9,6.56,6.6,6.36,5.9,5.9,6.78,5.9,3,2,5,0,0,4,0
7.0,6.53,6.4,6.69,7.0,6.7,6.6,7.0,2,1,9,5,3,3,4
6.3,6.34,6.54,6.63,6.3,6.45,6.43,6.05,0,1,8,2,2,2,0
6.4,6.42,6.53,6.47,6.37,6.4,6.6,6.4,1,1,6,2,2,3,2
6.1,6.45,6.81,6.47,7.09,6.1,6.66,6.3,1,3,6,5,1,4,1
5.9,6.44,6.51,6.28,5.9,5.9,6.43,5.9,1,1,3,0,0,2,0
7.2,6.53,6.81,6.63,7.06,6.39,6.48,7.2,2,3,8,5,2,3,5
6.5,6.4,6.47,6.47,6.55,6.5,6.49,6.5,0,1,6,3,2,3,2
7.1,6.45,7.1,6.63,7.2,7.05,6.48,7.1,1,5,8,6,4,3,4
5.9,6.61,6.47,6.57,6.4,6.4,6.49,6.32,4,1,7,2,2,3,1
6.3,6.45,6.65,6.51,6.55,6.3,6.95,6.15,1,2,6,3,1,5,1
7.0,6.75,6.57,6.63,7.0,7.0,6.43,6.53,6,2,8,5,4,2,2
6.6,6.77,6.63,6.47,6.6,6.66,6.48,6.5,6,2,6,3,3,3,2
6.3,6.57,6.47,6.47,6.83,6.3,6.7,6.3,3,1,6,4,1,4,1
5.9,6.56,6.48,6.47,6.23,6.72,6.48,5.9,3,1,6,1,3,3,0
7.0,6.59,6.31,6.47,7.0,7.0,7.23,7.3,3,0,6,5,4,7,5
7.4,6.67,7.26,6.58,7.0,6.58,6.48,7.4,5,6,7,5,3,3,5
7.6,6.65,6.76,6.63,6.86,7.6,6.78,7.6,4,3,8,4,6,4,6
7.2,6.6,6.47,6.63,7.1,6.42,6.49,7.2,4,1,8,5,2,3,5
6.3,6.53,6.6,6.46,6.55,6.4,6.48,6.3,2,2,6,3,2,3,1
6.7,6.77,6.6,6.63,6.4,6.43,6.48,6.7,6,2,8,2,2,3,3
6.6,6.58,6.58,6.63,6.6,6.65,6.8,6.5,3,2,8,3,3,4,2
6.5,6.59,6.48,6.63,6.8,6.77,6.6,6.5,3,1,8,4,3,3,2
6.5,6.57,6.41,6.63,6.93,6.75,6.48,6.5,3,1,8,4,3,3,2
6.6,6.65,6.43,6.63,6.48,6.36,6.6,6.25,4,1,8,2,2,3,1
6.6,6.44,6.62,6.47,6.45,6.3,6.48,6.6,1,2,6,2,1,3,2
5.9,6.4,6.5,6.47,5.9,5.9,6.4,5.95,0,1,6,0,0,2,0
6.3,6.49,6.47,6.63,6.05,6.18,6.4,6.3,2,1,8,1,1,2,1
6.1,6.42,6.41,6.47,6.1,6.28,6.4,6.1,1,1,6,1,1,2,1
7.5,6.61,6.5,6.47,6.95,6.55,6.48,7.5,4,1,6,5,2,3,6
6.9,6.58,6.56,6.63,6.9,6.75,6.81,6.9,3,2,8,4,3,4,4
6.7,6.53,6.65,6.68,6.82,6.3,6.48,6.7,2,2,9,4,1,3,3
5.9,6.57,6.63,6.36,6.64,6.41,6.48,6.75,3,2,5,3,2,3,3
6.8,6.42,6.4,6.63,6.8,6.74,6.49,6.8,1,1,8,4,3,3,3
6.2,6.45,6.41,6.28,6.2,6.2,6.48,6.2,1,1,3,1,1,3,1
6.1,6.4,6.4,6.47,5.93,6.18,6.4,6.1,0,1,6,0,1,2,1
5.8,6.42,6.43,6.47,5.93,5.8,6.4,6.23,1,1,6,0,0,2,1
6.1,6.45,6.74,6.47,7.06,6.47,6.65,6.1,1,3,6,5,2,4,1
7.2,6.58,6.51,6.63,6.89,7.2,6.4,7.2,3,1,8,4,5,2,5
7.9,6.87,7.95,6.63,7.63,7.37,6.49,7.9,8,9,8,7,6,3,7
6.4,6.4,6.56,6.47,6.55,6.54,6.48,6.4,0,2,6,3,2,3,2
7.4,6.65,6.58,6.63,6.93,6.8,6.48,7.4,4,2,8,4,3,3,5
6.0,6.56,6.43,6.51,6.56,6.23,6.48,6.0,3,1,6,3,1,3,0
6.3,6.62,6.41,6.63,6.62,6.3,6.48,6.3,4,1,8,3,1,3,1
6.1,6.49,6.47,6.36,6.1,6.39,6.48,6.15,2,1,5,1,2,3,1
6.8,6.62,6.65,6.4,6.69,6.47,6.48,6.8,4,2,5,3,2,3,3
7.4,6.5,6.76,6.47,7.14,6.7,6.48,7.4,2,3,6,5,3,3,5
6.4,6.78,6.66,6.4,6.69,6.47,6.48,6.4,6,2,5,3,2,3,2
6.4,6.4,6.51,6.69,6.15,6.7,6.48,6.4,0,1,9,1,3,3,2
6.5,6.65,6.56,6.47,6.5,6.5,6.78,6.5,4,2,6,3,2,4,2
6.0,6.45,6.55,6.42,6.0,6.0,6.48,6.0,1,2,5,0,0,3,0
6.0,6.4,6.43,6.63,6.35,6.55,6.48,6.55,0,1,8,2,2,3,2
6.2,6.4,6.47,6.63,6.2,6.2,6.49,6.65,0,1,8,1,1,3,3
7.3,6.4,6.7,6.63,6.8,7.3,6.48,7.3,0,2,8,4,5,3,5
6.3,6.41,6.93,6.63,6.4,6.51,6.48,6.15,1,4,8,2,2,3,1
6.5,6.56,6.58,6.63,6.5,6.5,6.31,6.48,3,2,8,3,2,2,2
6.4,6.4,6.43,6.63,6.8,6.22,6.48,6.4,0,1,8,4,1,3,2
7.1,6.62,6.58,6.63,7.0,7.1,6.48,7.1,4,2,8,5,5,3,4
6.8,6.42,6.51,6.63,7.0,6.32,6.48,6.8,1,1,8,5,2,3,3
6.9,6.49,6.53,6.63,6.62,6.38,6.48,6.9,2,1,8,3,2,3,4
6.8,6.42,6.43,6.63,6.6,6.8,6.49,6.8,1,1,8,3,3,3,3
5.8,6.53,6.31,6.47,6.05,6.08,6.42,5.8,2,0,6,1,1,2,0
7.3,6.91,6.47,6.69,7.3,6.7,6.78,7.3,8,1,9,6,3,4,5
6.3,6.42,6.53,6.63,6.1,6.3,6.49,6.3,1,1,8,1,1,3,1
6.2,6.42,6.51,6.46,6.4,6.2,6.6,6.38,1,1,6,2,1,3,2
6.8,6.78,6.41,6.47,6.4,6.62,6.4,6.8,6,1,6,2,3,2,3
5.9,6.42,6.51,6.63,5.95,6.44,6.48,5.9,1,1,8,0,2,3,0
6.3,6.6,6.47,6.63,6.43,6.15,6.48,6.3,4,1,8,2,1,3,1
6.0,6.62,6.58,6.63,6.59,5.9,6.66,6.0,4,2,8,3,0,4,0
6.6,6.49,6.48,6.63,6.6,6.6,6.68,6.6,2,1,8,3,3,4,2
6.3,6.42,6.64,6.63,6.42,6.15,6.6,6.3,1,2,8,2,1,3,1
6.5,6.75,6.47,6.47,6.5,6.62,6.48,6.5,6,1,6,3,3,3,2
5.8,6.49,6.47,6.69,6.42,5.8,6.48,5.8,2,1,9,2,0,3,0
6.7,6.44,6.53,6.47,6.7,6.7,6.6,6.55,1,1,6,3,3,3,2
6.2,6.46,6.5,6.47,6.74,6.23,6.48,6.05,1,1,6,4,1,3,0
7.2,6.42,6.55,6.69,7.2,6.7,6.78,6.7,1,2,9,6,3,4,3
5.9,6.57,6.4,6.47,5.9,5.9,6.48,5.9,3,1,6,0,0,3,0
6.0,6.58,6.55,6.47,6.0,6.36,6.6,6.13,3,2,6,0,2,3,1
6.5,6.42,6.42,6.63,6.5,6.5,6.48,6.5,1,1,8,3,2,3,2
7.1,6.45,6.69,6.63,7.1,6.95,6.66,7.1,1,2,8,5,4,4,4
6.4,6.49,6.47,6.63,6.4,6.56,6.48,6.4,2,1,8,2,2,3,2
6.2,6.6,6.65,6.63,6.05,6.2,6.49,6.37,4,2,8,1,1,3,2
6.7,6.58,6.43,6.69,6.45,6.7,6.48,6.7,3,1,9,2,3,3,3
7.2,6.89,6.66,6.47,6.93,6.5,6.48,6.8,8,2,6,4,2,3,3
6.7,6.44,6.41,6.47,6.35,6.7,6.6,6.7,1,1,6,2,3,3,3
5.9,6.49,6.41,6.47,5.9,5.9,6.66,5.9,2,1,6,0,0,4,0
6.1,6.42,6.41,6.47,6.55,6.53,6.49,6.1,1,1,6,3,2,3,1
6.3,6.66,6.41,6.47,6.8,6.48,6.48,6.3,4,1,6,4,2,3,1
6.3,6.42,6.55,6.47,6.3,6.3,6.71,6.3,1,2,6,2,1,4,1
6.1,6.44,6.41,6.63,6.69,6.52,6.48,6.1,1,1,8,3,2,3,1
6.6,6.42,6.51,6.69,6.6,6.7,6.81,6.6,1,1,9,3,3,4,2
7.0,6.44,6.41,6.69,6.6,6.7,6.48,7.0,1,1,9,3,3,3,4
7.4,6.65,6.43,6.63,6.82,6.48,6.49,7.4,4,1,8,4,2,3,5
7.4,6.66,7.25,6.63,6.82,7.05,6.48,6.9,4,6,8,4,4,3,4
7.0,6.44,6.58,6.47,7.06,6.47,6.48,7.0,1,2,6,5,2,3,4
7.0,6.57,6.58,6.63,7.21,7.17,6.48,7.0,3,2,8,6,5,3,4
6.8,6.66,6.48,6.4,6.69,6.47,6.48,6.8,4,1,5,3,2,3,3
6.5,6.49,6.79,6.63,7.06,6.83,6.65,6.5,2,3,8,5,3,4,2
6.7,6.34,6.64,6.51,6.55,6.55,6.6,6.9,0,2,6,3,2,3,4
5.8,6.44,6.41,6.47,6.0,5.8,6.81,5.8,1,1,6,0,0,4,0
6.5,6.45,6.42,6.36,6.5,6.5,6.48,6.15,1,1,5,3,2,3,1
6.9,6.57,6.76,6.68,6.62,6.68,6.48,6.9,3,3,9,3,3,3,4
6.1,6.4,6.61,6.47,6.45,6.62,6.48,6.1,0,2,6,2,3,3,1
6.3,6.4,6.42,6.47,6.55,6.65,6.49,6.3,0,1,6,3,3,3,1
5.9,6.4,6.68,6.36,6.3,6.18,6.48,5.9,0,2,5,2,1,3,0
6.3,6.42,6.41,6.28,6.15,6.62,6.48,6.3,1,1,3,1,3,3,1
6.2,6.62,6.62,6.36,6.62,6.46,6.48,6.2,4,2,5,3,2,3,1
5.8,6.44,6.47,6.46,6.55,6.4,6.49,5.8,1,1,6,3,2,3,0
6.1,6.53,6.47,6.63,6.27,6.55,6.48,6.1,2,1,8,2,2,3,1
6.4,6.46,6.43,6.58,6.4,6.35,6.4,6.4,1,1,7,2,2,2,2
6.0,6.58,6.6,6.4,6.0,6.0,6.48,6.0,3,2,5,0,0,3,0
7.0,6.4,6.87,6.42,7.17,6.77,6.48,7.0,0,3,5,5,3,3,4
6.1,6.4,6.41,6.69,6.1,6.7,6.78,5.95,0,1,9,1,3,4,0
7.0,6.42,6.51,6.63,7.0,7.0,6.4,7.0,1,1,8,5,4,2,4
6.5,6.44,6.4,6.63,6.6,6.5,6.46,6.85,1,1,8,3,2,3,3
6.2,6.45,6.58,6.63,6.2,6.2,6.52,6.63,1,2,8,1,1,3,3
5.8,6.34,6.47,6.36,5.8,5.8,6.43,5.95,0,1,5,0,0,2,0
7.4,6.58,6.47,6.63,6.68,7.4,6.49,7.4,3,1,8,3,6,3,5
6.9,6.57,6.61,6.63,7.0,6.62,6.48,6.9,3,2,8,5,3,3,4
7.0,6.7,6.56,6.63,6.61,7.0,6.48,7.0,5,2,8,3,4,3,4
6.8,6.42,6.43,6.63,6.95,6.52,6.48,6.8,1,1,8,5,2,3,3
6.2,6.42,6.31,6.47,6.15,6.2,6.48,6.2,1,0,6,1,1,3,1
6.9,6.49,6.56,6.47,6.57,6.77,6.48,6.9,2,2,6,3,3,3,4
6.7,6.69,6.43,6.47,6.88,6.98,6.48,6.7,5,1,6,4,4,3,3
6.3,6.53,6.6,6.63,6.15,6.64,6.48,6.3,2,2,8,1,3,3,1
7.3,6.4,6.68,6.63,6.74,7.3,6.49,7.3,0,2,8,4,5,3,5
6.2,6.67,6.4,6.36,6.77,6.2,6.48,6.07,5,1,5,4,1,3,1
6.2,6.44,6.4,6.69,6.6,6.7,6.48,6.2,1,1,9,3,3,3,1
6.0,6.4,6.43,6.63,6.0,6.0,6.48,6.0,0,1,8,0,0,3,0
7.0,6.6,6.48,6.63,6.97,7.0,6.72,7.0,4,1,8,5,4,4,4
6.1,6.49,6.42,6.63,6.1,6.3,6.4,6.1,2,1,8,1,1,2,1
6.1,6.56,6.56,6.47,6.47,6.52,6.6,6.05,3,2,6,2,2,3,0
6.6,6.4,6.69,6.58,6.63,6.38,6.48,6.5,0,2,7,3,2,3,2
7.3,6.61,7.1,6.63,6.81,6.28,6.48,7.3,4,5,8,4,1,3,5
5.8,6.34,6.43,6.47,5.8,5.8,6.48,5.8,0,1,6,0,0,3,0
6.5,6.4,6.48,6.4,6.75,6.5,6.8,6.95,0,1,5,4,2,4,4
6.4,6.4,6.55,6.63,6.4,6.4,6.8,6.4,0,2,8,2,2,4,2
6.0,6.42,6.58,6.47,6.0,6.0,6.54,6.4,1,2,6,0,0,3,2
6.5,6.4,6.43,6.63,6.5,6.62,6.52,6.5,0,1,8,3,3,3,2
6.0,6.53,6.55,6.63,6.66,6.52,6.6,6.05,2,2,8,3,2,3,0
6.3,6.62,6.31,6.47,6.8,6.25,6.48,6.5,4,0,6,4,1,3,2
7.2,6.49,6.47,6.63,6.7,6.45,6.49,6.82,2,1,8,3,2,3,3
7.3,6.44,6.74,6.63,6.74,7.3,6.48,7.3,1,3,8,4,5,3,5
7.2,6.61,6.56,6.63,7.2,6.56,6.48,7.2,4,2,8,6,2,3,5
6.7,6.78,6.51,6.28,6.43,6.7,6.65,6.7,6,1,3,2,3,4,3
6.9,6.61,6.4,6.47,6.85,6.9,6.73,6.9,4,1,6,4,4,4,4
6.5,6.42,6.42,6.69,6.5,6.7,6.48,6.5,1,1,9,3,3,3,2
6.7,6.4,6.65,6.47,6.63,6.55,6.48,6.7,0,2,6,3,2,3,3
7.3,6.71,6.69,6.42,6.69,7.05,6.49,7.3,5,2,5,3,4,3,5
6.0,6.61,6.48,6.51,6.1,6.38,6.48,6.5,4,1,6,1,2,3,2
6.1,6.53,6.56,6.63,6.65,6.4,6.49,6.1,2,2,8,3,2,3,1
6.5,6.5,6.61,6.75,6.5,6.58,6.48,6.5,2,2,9,3,3,3,2
6.1,6.45,6.61,6.47,6.63,6.1,6.49,6.1,1,2,6,3,1,3,1
6.6,6.4,6.43,6.47,6.6,6.6,6.48,6.6,0,1,6,3,3,3,2
6.4,6.42,6.81,6.58,6.4,6.2,6.54,6.4,1,3,7,2,1,3,2
7.0,6.5,6.68,6.47,6.89,6.38,6.48,7.0,2,2,6,4,2,3,4
6.6,6.45,6.64,6.63,6.86,6.6,6.7,6.6,1,2,8,4,3,4,2
6.4,6.44,6.4,6.47,6.55,6.34,6.49,6.4,1,1,6,3,2,3,2
6.6,6.4,6.43,6.63,6.7,6.33,6.76,6.6,0,1,8,3,2,4,2
7.0,6.65,6.56,6.47,6.77,6.71,6.78,7.0,4,2,6,4,3,4,4
6.4,6.45,6.53,6.63,7.04,6.54,6.48,6.4,1,1,8,5,2,3,2
7.3,6.75,6.65,6.63,6.85,6.7,6.49,6.7,6,2,8,4,3,3,3
7.5,6.8,6.47,6.47,7.58,7.7,6.66,7.5,7,1,6,7,7,4,6
5.9,6.58,6.4,6.28,5.9,5.9,6.48,5.9,3,1,3,0,0,3,0
6.9,6.61,6.42,6.63,6.33,6.9,6.6,6.4,4,1,8,2,4,3,2
6.5,6.45,6.43,6.47,6.5,6.6,6.49,6.65,1,1,6,3,3,3,3
6.9,6.6,6.51,6.63,6.9,6.9,6.72,6.82,4,1,8,4,4,4,3
6.2,6.44,6.5,6.28,6.05,6.2,6.64,6.2,1,1,3,1,1,4,1
6.8,6.5,6.42,6.63,6.4,6.8,6.48,6.8,2,1,8,2,3,3,3
6.5,6.56,6.41,6.63,6.5,7.0,6.66,6.75,3,1,8,3,4,4,3
5.8,6.45,6.41,6.47,6.37,5.8,6.6,5.8,1,1,6,2,0,3,0
7.2,6.58,6.57,6.63,7.2,6.65,6.48,7.2,3,2,8,6,3,3,5
5.9,6.57,6.43,6.47,6.05,6.51,6.49,5.9,3,1,6,1,2,3,0
5.9,6.53,6.41,6.28,6.52,5.85,6.48,5.9,2,1,3,3,0,3,0
6.1,6.65,6.6,6.63,6.64,6.34,6.48,6.3,4,2,8,3,2,3,1
6.6,6.45,6.56,6.36,6.37,6.39,6.48,6.6,1,2,5,2,2,3,2
6.5,6.46,6.6,6.47,6.45,6.3,6.68,6.5,1,2,6,2,1,4,2
6.1,6.57,6.41,6.63,6.3,6.33,6.48,6.1,3,1,8,2,2,3,1
6.2,6.58,6.41,6.63,6.4,6.34,6.48,6.0,3,1,8,2,2,3,0
6.8,6.49,6.48,6.51,6.57,6.35,6.4,6.8,2,1,6,3,2,2,3
6.9,6.4,6.81,6.63,7.05,6.9,6.7,6.9,0,3,8,5,4,4,4
6.7,6.5,6.63,6.46,6.43,6.64,6.65,6.7,2,2,6,2,3,4,3
6.6,6.42,6.55,6.69,6.6,6.7,6.48,6.6,1,2,9,3,3,3,2
6.7,6.45,6.61,6.47,6.84,6.7,6.49,6.7,1,2,6,4,3,3,3
6.0,6.42,6.48,6.47,6.0,6.32,6.48,6.0,1,1,6,0,2,3,0
6.9,6.49,6.42,6.47,6.9,6.9,6.48,6.9,2,1,6,4,4,3,4
5.9,6.42,6.58,6.28,6.48,6.33,6.76,5.9,1,2,3,2,2,4,0
6.5,6.65,6.53,6.63,6.5,6.3,6.4,6.5,4,1,8,3,1,2,2
6.4,6.42,6.47,6.63,6.37,6.23,6.6,6.4,1,1,8,2,1,3,2
5.8,6.4,6.47,6.47,6.75,5.8,6.6,6.05,0,1,6,4,0,3,0
6.8,6.42,6.41,6.63,6.62,6.51,6.48,6.48,1,1,8,3,2,3,2
7.3,6.5,6.63,6.63,6.78,6.52,6.6,7.3,2,2,8,4,2,3,5
6.7,6.42,6.43,6.63,6.45,6.7,6.48,6.7,1,1,8,2,3,3,3
5.8,6.6,6.31,6.47,5.8,5.8,6.48,6.0,4,0,6,0,0,3,0
5.8,6.61,6.79,6.58,6.89,6.39,6.48,5.8,4,3,7,4,2,3,0
7.0,6.69,6.4,6.63,6.75,7.09,6.72,6.57,5,1,8,4,4,4,2
7.8,6.99,6.63,6.63,7.65,7.8,6.48,7.8,9,2,8,8,7,3,7
6.8,6.75,6.42,6.4,7.09,6.8,6.48,6.8,6,1,5,5,3,3,3
6.1,6.6,6.5,6.47,6.3,6.1,6.4,6.1,4,1,6,2,1,2,1
6.7,6.5,6.54,6.51,6.87,6.62,6.6,6.7,2,1,6,4,3,3,3
6.7,6.65,6.61,6.63,6.5,6.53,6.48,6.7,4,2,8,3,2,3,3
6.6,6.44,6.41,6.57,6.6,6.45,6.48,6.6,1,1,7,3,2,3,2
7.8,6.4,6.56,6.63,7.13,7.8,7.12,7.8,0,2,8,5,7,6,7
6.4,6.42,6.4,6.47,6.95,6.21,6.48,6.4,1,1,6,5,1,3,2
6.7,6.46,6.6,6.63,6.78,6.35,6.52,6.7,1,2,8,4,2,3,3
7.0,6.75,6.43,6.63,6.48,7.0,6.49,7.0,6,1,8,2,4,3,4
6.9,6.62,6.43,6.63,6.7,6.8,6.48,6.35,4,1,8,3,3,3,2
6.1,6.44,6.55,6.63,6.1,6.5,6.66,6.1,1,2,8,1,2,4,1
6.4,6.4,6.47,6.47,6.4,6.4,6.49,6.7,0,1,6,2,2,3,3
6.0,6.7,6.55,6.47,6.4,6.0,6.48,6.3,5,2,6,2,0,3,1
7.3,6.4,6.66,6.47,6.42,6.6,6.66,7.3,0,2,6,2,3,4,5
6.4,6.42,6.55,6.47,6.25,6.4,6.48,6.4,1,2,6,1,2,3,2
6.3,6.57,6.48,6.36,6.34,6.1,6.48,6.3,3,1,5,2,1,3,1
5.9,6.62,6.4,6.47,6.31,6.34,6.43,5.9,4,1,6,2,2,2,0
6.7,6.44,6.48,6.63,6.6,6.55,6.76,6.7,1,1,8,3,2,4,3
6.1,6.5,6.54,6.63,6.37,6.33,6.4,6.1,2,1,8,2,2,2,1
7.0,6.57,6.47,6.63,7.0,7.0,6.72,6.3,3,1,8,5,4,4,1
6.1,6.42,6.43,6.63,6.1,6.41,6.6,5.95,1,1,8,1,2,3,0
5.8,6.44,6.56,6.47,5.9,6.25,6.48,5.8,1,2,6,0,1,3,0
7.0,6.6,6.55,6.63,7.0,6.65,6.71,7.0,4,2,8,5,3,4,4
7.2,6.44,6.66,6.63,6.68,7.2,6.4,7.2,1,2,8,3,5,2,5
6.9,6.53,6.43,6.63,6.52,6.87,6.49,6.9,2,1,8,3,4,3,4
6.7,6.53,6.63,6.63,6.7,6.7,6.48,6.7,2,2,8,3,3,3,3
6.4,6.49,6.66,6.46,6.75,6.35,6.48,6.5,2,2,6,4,2,3,2
7.6,6.58,6.61,6.75,6.72,6.48,6.48,7.6,3,2,9,4,2,3,6
7.1,6.44,6.47,6.63,7.1,7.1,6.6,7.1,1,1,8,5,5,3,4
6.2,6.5,6.41,6.63,6.2,6.2,6.49,6.2,2,1,8,1,1,3,1
6.1,6.44,6.43,6.63,6.1,6.27,6.48,6.4,1,1,8,1,1,3,2
6.9,6.4,6.6,6.47,6.68,6.28,6.4,6.9,0,2,6,3,1,2,4
6.2,6.89,6.65,6.63,6.3,6.74,6.48,6.2,8,2,8,2,3,3,1
6.1,6.49,6.56,6.63,6.07,6.1,6.48,6.1,2,2,8,1,1,3,1
5.8,6.62,6.41,6.63,6.1,6.58,6.48,5.8,4,1,8,1,3,3,0
6.9,6.65,6.43,6.63,6.57,6.9,6.8,6.9,4,1,8,3,4,4,4
6.0,6.65,6.56,6.63,6.14,6.0,6.48,6.3,4,2,8,1,0,3,1
6.7,6.53,6.56,6.47,6.6,6.38,6.43,6.7,2,2,6,3,2,2,3
7.0,6.45,6.51,6.63,6.68,7.0,7.01,7.0,1,1,8,3,4,6,4
6.5,6.44,6.53,6.63,6.5,6.83,6.66,6.5,1,1,8,3,3,4,2
5.9,6.45,6.62,6.4,6.15,6.82,6.48,5.9,1,2,5,1,3,3,0
6.4,6.65,6.63,6.63,6.4,6.52,6.6,6.4,4,2,8,2,2,3,2
6.8,6.42,6.9,6.36,6.8,6.38,6.48,6.8,1,4,5,4,2,3,3
6.6,6.44,6.69,6.36,6.8,6.38,6.48,6.6,1,2,5,4,2,3,2
7.0,6.62,6.64,6.68,6.94,7.25,6.6,7.0,4,2,9,4,5,3,4
5.9,6.42,6.47,6.69,6.15,6.7,6.78,5.9,1,1,9,1,3,4,0
5.9,6.42,6.4,6.63,6.45,6.75,6.72,5.9,1,1,8,2,3,4,0
7.0,6.42,6.58,6.63,6.68,6.48,6.48,7.0,1,2,8,3,2,3,4
6.4,6.7,6.63,6.47,6.24,6.73,6.48,6.4,5,2,6,1,3,3,2
7.5,6.42,6.58,6.63,7.5,6.73,6.48,7.5,1,2,8,7,3,3,6
6.1,6.61,6.74,6.36,6.59,6.23,6.48,6.1,4,3,5,3,1,3,1
7.4,6.8,6.69,6.63,7.7,7.75,6.8,7.0,7,2,8,8,7,4,4
6.7,6.49,6.4,6.63,7.13,6.8,7.12,6.7,2,1,8,5,3,6,3
6.5,6.49,6.47,6.63,6.57,6.75,6.72,6.5,2,1,8,3,3,4,2
7.3,6.56,6.74,6.63,6.77,7.3,6.95,7.0,3,3,8,4,5,5,4
6.8,6.75,6.65,6.47,6.52,6.88,6.48,6.83,6,2,6,3,4,3,3
6.8,6.49,6.42,6.47,6.85,6.8,6.73,6.4,2,1,6,4,3,4,2
6.1,6.58,6.51,6.63,6.15,6.1,6.4,6.03,3,1,8,1,1,2,0
6.2,6.4,6.48,6.69,6.05,6.7,6.48,6.2,0,1,9,1,3,3,1
6.6,6.49,7.0,6.63,6.41,6.3,6.6,6.6,2,4,8,2,1,3,2
6.3,6.77,6.41,6.47,6.48,6.3,6.4,6.25,6,1,6,2,1,2,1
6.9,6.4,6.55,6.63,6.9,6.9,6.4,6.9,0,2,8,4,4,2,4
6.6,6.44,6.47,6.47,6.45,6.6,6.4,6.6,1,1,6,2,3,2,2
6.1,6.61,6.48,6.63,6.52,6.32,6.48,6.1,4,1,8,3,2,3,1
7.0,6.4,6.58,6.47,6.68,6.52,6.49,7.0,0,2,6,3,2,3,4
6.4,6.75,6.48,6.47,6.4,6.6,6.48,6.4,6,1,6,2,3,3,2
7.4,6.61,6.68,6.51,7.09,6.65,6.48,7.4,4,2,6,5,3,3,5
7.0,6.8,6.43,6.28,6.88,6.97,6.48,7.0,7,1,3,4,4,3,4
